PDB_ID,score,Resolution,pubmed_id,Assembly,method,pH,temp,pdbx_details,pdbx_pH_range,ligands,COMPOUNDS (con_unit=mM)
3UDT,0.1210435949572649,3.1,22362712.0,monomeric(*),'VAPOR DIFFUSION',6.5,293.0,"'0.09M MES, 18% PEG4000, 0.54M NaCl, 0.01M Trimethylamine HCl, Protein: 5mg/mL, Temp: 293K, pH 6.5, vapor diffusion'",,"5MY, ADP, MG, ZN","['MES', '90.0', 'PEG 4000', '18%', 'sodium chloride', '540.0', 'trimethylamine hcl', '10.0', 'temp', None]"
2FI7,0.1210435949572649,2.2,16403447.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",4.6,289.0,"'100mM Na-acetate (pH 4.6), 1.6M Na-formate, 100mM DTT, 15% Glycerol, VAPOR DIFFUSION, SITTING DROP, temperature 289K'",,,"['sodium acetate', '100', 'sodium formate', '1600.0', 'DTT', '100', 'glycerol', '15%']"
6DWK,0.1215339506695156,2.3,30305425.0,tetrameric,MICROBATCH,6.7,298.0,'100 MM BIS-TRIS PH 6.7 AND 25% (W/V) PEG1500',,"HFD, GTP, DTP, MG, NA, GLY, TRS, PO4","['bis-tris', '100.0', 'PEG 1500', '25% w/v']"
4D0V,0.1210435949572649,1.7,25486282.0,trimeric(*),,7.5,,";10 MM TRIS-HCL, 1.7 M AMMONIUM SULFATE, 0.085 M HEPES SODIUM SALT PH 7.5, 1.7%(V/V) POLYETHYLENE GLYCOL (PEG) 400, 15%(V/V) GLYCEROL
;",,"PE8, SO4","['tris-HCl', '10.0', 'ammonium sulfate', '1700.0', 'HEPES-Na', '85.0', 'PEG 400', '1.7% v/v', 'glycerol', '15% v/v']"
4F6L,0.1210435949572649,3.856,23070851.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.0,293.0,"'10% (w/v) PEG8000, 0.1 M Tris pH 7, 0.2 M MgCl2., VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,,"['PEG 8000', '10% w/v', 'tris', '100.0', 'magnesium chloride', '200.0']"
5CH9,0.1210435949572649,1.9,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.6,287.0,'PEG 3350 Tacsimate sodium citrate tribasic dihydrate',,CO,"['PEG 3350', None, 'tacsimate sodium citrate tribasic', None]"
6DJ6,0.1210435949572649,1.9,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.4,293.0,"'0.1M HEPES pH 7.4, 10% v/v isopropanol, 20% w/v PEG4000'",,"GOL, OLA, NA","['HEPES', '100.0', 'isopropyl alcohol', '10% v/v', 'PEG 4000', '20% w/v']"
5ZI0,0.1210435949572649,2.302,,tetrameric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,291.15,"'0.1M MIB buffer (malonic acid:imidazole:boric acid in a mo-lar ratio of 2:3:3) pH 6.0, 21% (v/v) PEG 1500'",,,"['mib malonic acid', '100.0', 'imidazole', None, 'boric acid', None, 'mo-lar', None, 'PEG 1500', '21% v/v']"
6DKE,0.1210435949572649,1.76,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.1M MES pH6.5, 30% (w/v) PEG4000'",,PLM,"['MES', '100.0', 'PEG 4000', '30% w/v']"
6ERD,0.1210435949572649,2.0,38395274.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.0,298.0,";30%PEG 6000
100mM Hepes pH7.0
1M LiCl
10 mM BME
;",,"GOL, CL","['PEG 6000', '30%', 'HEPES', '100', 'lithium chloride', '1000.0', '2-mercaptoethanol', '10.0']"
4LV7,0.1208810349572649,2.6,24165122.0,monomeric(*),'VAPOR DIFFUSION',6.5,293.0,"'0.08M MES, 19.85% PEG3000, 0.17M NaCl, 2.35% benzamidine HCl, Protein: 5mg/mL, pH 6.5, VAPOR DIFFUSION, temperature 293K'",,"IHP, ADP, MG, ZN","['MES', '80.0', 'PEG 3000', '19.85%', 'sodium chloride', '170.0', 'benzamidine-HCl', '2.35%']"
4MSX,0.1208810349572649,1.87,24681967.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'13% PEG4000, 0.1 M sodium acetate, 0.1 M magnesium acetate, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",,"ZN, ACT","['PEG 4000', '13%', 'sodium acetate', '100.0', 'magnesium acetate', '100.0']"
4F6C,0.1208810349572649,2.812,23070851.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.5,293.0,"'0.2 M tri-sodium citrate, 0.1 M HEPES pH 7.5, 10% isopropanol, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,,"['sodium citrate', '200.0', 'HEPES', '100.0', 'isopropyl alcohol', '10%']"
4U5I,0.1208810349572649,2.5,25575592.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",4.6,298.0,"'0.2 M ammonium acetate, 0.1 M sodium acetate and 21% (W/V) PEG 4000'",,,"['ammonium acetate', '200.0', 'sodium acetate', '100.0', 'PEG 4000', '21% w/v']"
4U5K,0.1208810349572649,2.65,25575592.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",4.6,298.0,"'0.2M ammonium acetate, 0.1M sodium acetate, 21% (W/V) PEG 4000'",,,"['ammonium acetate', '200.0', 'sodium acetate', '100.0', 'PEG 4000', '21% w/v']"
5ZFM,0.1208810349572649,2.0,,tetrameric,"'VAPOR DIFFUSION, SITTING DROP'",,291.15,"'PEG 4000, MES buffer, sodium chloride, glycyl-glycyl-glycine'",,,"['PEG 4000', None, 'MES', None, 'sodium chloride', None, 'glycyl-glycyl-glycine', None]"
5BYW,0.1208810349572649,2.6,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",4.6,298.0,"'50mM sodium acetate, 8% PEG 4000'",,,"['sodium acetate', '50', 'PEG 4000', '8%']"
3P2M,0.1208216999572649,2.8,21637775.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,289.0,"'0.2M magnesium chloride, 100 mM Tris-HCl, 30% PEG 4000, pH 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 289K'",,,"['magnesium chloride', '200.0', 'tris-HCl', '100.0', 'PEG 4000', '30%']"
3UDZ,0.1210435949572649,2.5,22362712.0,dimeric(*),'VAPOR DIFFUSION',6.5,293.0,"'0.08M MES, 19.85% PEG3000, 0.17M NaCl, 2.35% benzamidine HCl, Protein: 5mg/mL, Temp: 293K, pH 6.5, vapor diffusion'",,"IHP, ADP, MG, ZN","['MES', '80.0', 'PEG 3000', '19.85%', 'sodium chloride', '170.0', 'benzamidine-HCl', '2.35%', 'temp', None]"
4IXL,0.1208216999572649,1.49,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.5,,"'0.1 M lithium sulfate monohydrate, 0.1 M ADA pH 6.5, 12% w/v PEG4000, 2% v/v 2-Propanol, VAPOR DIFFUSION, SITTING DROP'",,SO4,"['lithium sulfate', '100.0', 'ADA', '100.0', 'PEG 4000', '12% w/v', '2-propanol', '2% v/v']"
4U3A,0.1208216999572649,2.42,25575592.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",4.6,298.0,'0.1 M sodium acetate and 21% (W/V) PEG 4000',,,"['sodium acetate', '100.0', 'PEG 4000', '21% w/v']"
6NOK,0.1208216999572649,1.69,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.5,291.0,"'0.1M MES PH6.5, 30% (W/V) PEG4000 (Qiagen PEG2 / D7)'",,"MYR, NA","['MES', '100.0', 'PEG 4000', '30% w/v', 'PEG 2', None, '/ d7', None]"
6NR1,0.1208216999572649,2.1,,monomeric(*),'VAPOR DIFFUSION',9.0,290.0,"'18% w/v PEG3350, 4.8% v/v 2-Propanol, 0.1M CAPSO pH 9.0, 17% v/v PEG400 (LMB D12)'",,"VCA, GOL","['PEG 3350', '18% w/v', '2-propanol', '4.8% v/v', 'CAPSO', '100.0', 'PEG 400', '17% v/v', 'lmb d12', None]"
8HHE,0.1208216999572649,4.5,36548720.0,tetrameric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.5,305.0,"'2500 mM NaCl, 100 mM sodium cacodylate pH 6.5, and 200 mM Li2SO4'",,,"['sodium chloride', '2500.0', 'sodium cacodylate', '100.0', 'lithium sulfate', '200.0']"
5LW6,0.1201687842450142,1.8,27587838.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,294.0,";Crystallization trials were performed with proteins at 25 mg/ml in buffer containing 150 mM NaCl, 1 mM DTT and 25 mM Tris-HCl (pH 7.5), at 20 C with commercial screens using the sitting-drop vapour-diffusion method. Crystallization drops were set up with the aid of a Mosquito Crystal robot (TTP Labtech) using 200 nl of protein solution plus 200 nl of reservoir solution in MRC two-well crystallization microplates (Swissci) equilibrated against 75 microl of reservoir solution. Co-crystallisation trials were set up by adding 2 mM ADPr to the protein for at least 1 hour prior to setting up crystallisation drops. Crystals of the macrodomain proteins grew in 0.2 M Lithium sulphate, 0.1 M phosphate/citrate and 20% (w/v) PEG1000
;",,,"['mrc two-well', None, 'microplates', None, 'co-crystallisation trials', None, 'adpr', '2.0', 'least', None, 'macrodomain', None, 'lithium sulfate', '200.0', 'phosphate-citrate', '100.0', 'PEG 1000', '20% w/v']"
5AQ5,0.1203313442450142,2.3,26670244.0,trimeric(*),,8.5,,"'0.1 M TRIS-HCL PH 8.5, 8% (W/V) PEG 4000, 10 MM IRON(III) CHLORIDE, 20% (V/V) GLYCEROL'",,,"['tris-HCl', '100.0', 'PEG 4000', '8% w/v', 'ironiii chloride', '10.0', 'glycerol', '20% v/v']"
9L50,0.1201687842450142,1.85,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.0,291.15,"'19% (w/v) PEG 3350, 100 mM sodium citrate, 100 mM Hepes'",,"MN, OGA, GOL","['PEG 3350', '19% w/v', 'sodium citrate', '100.0', 'HEPES', '100.0']"
2IUN,0.1194565335327635,2.8,17698649.0,trimeric(*),,8.5,,'2.0 M AMMONIUMDIHYDROGENPHOSPHATE; 0.1 M TRIS-HCL PH 8.5',,CA,"['ammonium dihydrogen phosphate', '2000.0', 'tris-HCl', '100.0']"
6ICI,0.1201094492450142,2.3,31949908.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",9.2,293.0,"'0.1M Bicine-NaOH pH 9.2, 7% MPD'",,FAD,"['bicine-NaOH', '100.0', 'MPD', '7%']"
2IUM,0.1193971985327635,1.6,17698649.0,trimeric,,5.5,,'10-12% PEG 10000; 0.1 M HEPES-HAOH PH 4.7-6.1; 0-10% GLYCEROL',4.7-6.1,,"['PEG 10000', '11.0%', 'hepes-haoh', '100.0', 'glycerol', '5.0%']"
6EY2,0.1193971985327635,2.7,30055105.0,monomeric(*),EVAPORATION,7.5,293.0,"'10% PEG 400, 0.2 M MgCl2, 0.1M Hepes-Na'",,"ZN, C3T","['PEG 400', '10%', 'magnesium chloride', '200.0', 'HEPES-Na', '100.0']"
3MBO,0.1193971985327635,3.307,,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.5,289.0,";15% PEG 3350, 0.2 M MgFormate, 0.02% sodium azide, 1 mM L-malate, 1 mM Uridine diphosphate, pH 7.5, vapor diffusion, hanging drop, temperature 289K
;",,"UDP, GOL, MLT, MG","['PEG 3350', '15%', 'magnesium formate', '200.0', 'sodium azide', '0.02%', 'l-malate', '1.0', 'uridine diphosphate', '1.0']"
7T5Y,0.1189068428205128,2.62,35441142.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.1,293.0,"'sodium malonate, PEG 3350'",,"F2D, PO4, ORO, FMN","['sodium malonate', None, 'PEG 3350', None]"
7T6C,0.1189068428205128,2.53,35441142.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.4,293.0,'DL-malic acid',,"PE4, ORO, RLM, FMN, GOL","['malic acid', None]"
8Y6T,0.1189068428205128,1.9,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,300.0,"'0.2M Potassium Na tartrate tetrahydrate, 20% PEG 3350'",,TLA,"['potassium na tartrate', '200.0', 'PEG 3350', '20%']"
8YC1,0.1189068428205128,2.7,39714334.0,trimeric,"'VAPOR DIFFUSION, SITTING DROP'",4.0,300.0,"'0.1M sodium acetate trihydrate, 0.2M magnesium formate dihydrate, 18% PEG 4000'",,GOL,"['sodium acetate', '100.0', 'magnesium formate', '200.0', 'PEG 4000', '18%']"
3LNB,0.1187442828205128,2.01,22062153.0,monomeric,'VAPOR DIFFUSION',,294.0,"'1.8-1.9M Ammonium sulfate, 0.17M-0.2M potassium nitrate, VAPOR DIFFUSION, temperature 294K'",,"COA, FMT","['ammonium sulfate', '1850.0', '017m-02m potassium nitrate', None]"
7T5K,0.1187442828205128,2.25,35441142.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.1,293.0,"'sodium malonate, PEG 3350'",,"FMN, HQO, ORO","['sodium malonate', None, 'PEG 3350', None]"
5K52,0.1186849478205128,2.4,27329814.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,296.0,"'Bis-Tris propane, sodium chloride'",,OCD,"['bis-tris propane', None, 'sodium chloride', None]"
5K53,0.1186849478205128,1.8,27329814.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,296.0,"'Tris, Ammonium sulfate'",,"FE, STE","['tris', None, 'ammonium sulfate', None]"
7T6H,0.1186849478205128,2.42,35441142.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.1,293.0,"'sodium malonate, PEG 3350'",,"ORO, FMN","['sodium malonate', None, 'PEG 3350', None]"
9VTV,0.1186849478205128,1.9,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,297.0,"'0.2M Potassium Na tartrate tetrahydrate, 20% PEG 3350'",,SRT,"['potassium na tartrate', '200.0', 'PEG 3350', '20%']"
9KOO,0.1181945921082621,2.7,,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",,289.15,'2.0 M ammonium sulfate',,4XX,"['ammonium sulfate', '2000.0']"
9KSN,0.1181945921082621,2.65,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.75,291.0,";20 mM sodium formate; 20 mM ammonium acetate; 20 mM sodium citrate tribasic dihydrate; 20 mM potassium sodium tartrate tetrahydrate; 20 mM sodium oxamate; 100 mM MES/imidazole, pH 6.75; 20% (v/v) ethylene glycol and 10% (w/v) PEG 8000
;",,"NAP, OXM, IMD, ACY","['sodium formate', '20.0', 'ammonium acetate', '20.0', 'sodium citrate', '20.0', 'potassium sodium tartrate', '20.0', 'sodium oxamate', '20.0', 'ethylene glycol', '20% v/v', 'PEG 8000', '10% w/v', 'MES', '100.0', 'imidazole', '100.0']"
9M82,0.1181945921082621,3.08,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,289.15,"'0.5 M Ammonium Sulfate; 0.1 M Mes, pH6.0   15% PEG4000'",,A1EOQ,
9KP3,0.1174823413960114,2.74,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",9.5,289.15,"'0.1M CHES pH 9.5, 20% (w/v) PEG8000'",,"PEG, 4XX","['CHES', '100.0', 'PEG 8000', '20% w/v']"
9LEH,0.1173197813960114,1.81,,tetrameric,"'VAPOR DIFFUSION, SITTING DROP'",,293.15,"'succinic acid, PEG3350'",,"GOL, TRS, MG, ATP","['succinic acid', None, 'PEG 3350', None]"
9LEI,0.1174823413960114,1.9,,tetrameric,"'VAPOR DIFFUSION, SITTING DROP'",,293.0,"'NaAc, PEG4000, Glycerol'",,GOL,"['sodium acetate', None, 'PEG 4000', None, 'glycerol', None]"
3I6R,0.1167700906837607,2.5,19640844.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",4.6,293.0,";0.16 M Ammonium sulfate, 0.1 M Sodium Acetate, pH 4.6, 18-20% PEG4000, 25% Glycerol, and 10 mM DTT, VAPOR DIFFUSION, HANGING DROP, temperature 293K
;",18-20,"J5Z, FMN, ORO","['ammonium sulfate', '160.0', 'sodium acetate', '100.0', 'PEG 4000', '19.0%', 'glycerol', '25%', 'DTT', '10.0']"
3O8A,0.1167700906837607,2.3,20702404.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",4.3,293.0,";0.16 M Ammonium sulfate, 0.1 M Sodium Acetate, pH 4.3, 13-15% PEG4000, 25% Glycerol, and 10 mM DTT, VAPOR DIFFUSION, HANGING DROP, temperature 293K
;",13-15,"O8A, ORO, LDA, FMN","['ammonium sulfate', '160.0', 'sodium acetate', '100.0', 'PEG 4000', '14.0%', 'glycerol', '25%', 'DTT', '10.0']"
4HNU,0.1167700906837607,3.0,23286247.0,tetrameric,,7.5,294.0,"'200 mM ammonium tartrate and 20% (w/v) PEG3350, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 294K'",,"ADP, MN, BTI","['ammonium tartrate', '200.0', 'PEG 3350', '20% w/v']"
4HNV,0.1167700906837607,2.8,23286247.0,tetrameric,,7.5,294.0,"'200 mM ammonium tartrate and 20% (w/v) PEG3350, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 294K'",,"ADP, MN, BTI, ATP, CL","['ammonium tartrate', '200.0', 'PEG 3350', '20% w/v']"
5BOO,0.1167700906837607,2.8,26180101.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",4.8,293.0,"'16 M ammonium sulfate, 0.1 M Sodium Acetate, pH 4.8, 20% (w/v) PEG4000, 24% (v/v) glycerol, and 10 mM DTT'",,"D65, FMN, ORO","['ammonium sulfate', '16000.0', 'sodium acetate', '100.0', 'PEG 4000', '20% w/v', 'glycerol', '24% v/v', 'DTT', '10.0']"
2WSU,0.1166075306837606,1.9,20686025.0,monomeric(*),,8.0,,"'10 MM TRIS-HCL PH 8.0, 1 MM EDTA, 25% (W/V) POLY-ETHYLENE GLYCOL 3350, 500 MM SODIUM NITRATE, 2 MM SIALIC ACID'",,"GOL, NO3","['tris-HCl', '10.0', 'EDTA', '1.0', 'PEG 3350', '25% w/v', 'sodium nitrate', '500.0', 'sialic acid', '2.0']"
2WSV,0.1166075306837606,2.0,20686025.0,monomeric,,8.0,,"'10 MM TRIS-HCL PH 8.0, 1 MM EDTA, 28% (W/V) POLY-ETHYLENE GLYCOL 3350, 100 MM SODIUM NITRATE, 5 MM DITHIOTHREITOL, 70 MM LACTOSE'",,NO3,"['tris-HCl', '10.0', 'EDTA', '1.0', 'PEG 3350', '28% w/v', 'sodium nitrate', '100.0', 'dithiothreitol', '5.0', 'lactose', '70.0']"
2WT2,0.1166075306837606,2.5,20686025.0,monomeric(*),,8.0,,";10 MM TRIS-HCL, 1 MM EDTA, 28% (W/V) POLY-ETHYLENE GLYCOL 3350, 300 MM LITHIUM NITRATE, 5 MM DITHIOTHREITOL, 5 MM TRI(N-ACETYL-LACTOSAMINE), PH 8.0
;",,NO3,"['tris-HCl', '10.0', 'EDTA', '1.0', 'PEG 3350', '28% w/v', 'lithium nitrate', '300.0', 'dithiothreitol', '5.0', 'trin-acetyl-lactosamine', '5.0']"
3G9G,0.1166075306837606,2.4,19713939.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",5.6,294.0,"'0.2M NaCitrate pH 5.6, 0.2M Ammonium acetate, 20% PEG-3350, 3% glycerol, VAPOR DIFFUSION, SITTING DROP, temperature 294K'",,,"['sodium citrate', '200.0', 'ammonium acetate', '200.0', 'PEG 3350', '20%', 'glycerol', '3%']"
3I68,0.1166075306837606,2.4,19640844.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",4.6,293.0,";0.16 M Ammonium sulfate, 0.1 M Sodium Acetate, pH 4.6, 18-20% PEG4000, 25% Glycerol, and 10 mM DTT, VAPOR DIFFUSION, HANGING DROP, temperature 293K
;",18-20,"J4Z, FMN, ORO","['ammonium sulfate', '160.0', 'sodium acetate', '100.0', 'PEG 4000', '19.0%', 'glycerol', '25%', 'DTT', '10.0']"
2WT0,0.1165481956837607,1.91,20686025.0,monomeric,,8.0,,"'35% (W/V) PEG 3350, 500 MM SODIUM NITRATE, 5 MM DITHIOTHREITOL, 40 MM N-ACETYL-LACTOSAMINE, 10 MM TRIS-HCL 8.0'",,NO3,"['PEG 3350', '35% w/v', 'sodium nitrate', '500.0', 'dithiothreitol', '5.0', 'n-acetyl-lactosamine', '40.0', 'tris-HCl', '10.0']"
2WST,0.1165481956837607,3.2,20686025.0,trimeric(*),,8.0,,"'10 MM TRIS-HCL PH 8.0, 1 MM EDTA, 1-10% (W/V) POLY-ETHYLENE GLYCOL 8000, 1 M LITHIUM SULPHATE'",1-10,,"['tris-HCl', '10.0', 'EDTA', '1.0', 'PEG 8000', '5.5% w/v', 'lithium sulfate', '1000.0']"
2WT1,0.1165481956837607,1.9,20686025.0,monomeric,,8.0,,"'10 MM TRIS-HCL PH 8.0, 27% (W/V) POLY -ETHYLENE GLYCOL 3350, 200 MM LITHIUM NITRATE 5 MM DITHIOTHREITOL, 5 MM LACTO-N-NEO-TETRAOSE'",,NO3,"['tris-HCl', '10.0', 'poly -ethylene glycol', '27% w/v', 'lithium nitrate', '200.0', 'dithiothreitol', '5.0', 'lacto-n-neo-tetraose', '5.0']"
3I65,0.1165481956837607,2.0,19640844.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",4.6,293.0,";0.16 M Ammonium sulfate, 0.1 M Sodium Acetate, pH 4.6, 18-20% PEG4000, 25% Glycerol, and 10 mM DTT, EVAPORATION, temperature 293K, VAPOR DIFFUSION, HANGING DROP
;",18-20,"JZ8, FMN, ORO, LDA","['ammonium sulfate', '160.0', 'sodium acetate', '100.0', 'PEG 4000', '19.0%', 'glycerol', '25%', 'DTT', '10.0']"
3BG5,0.1165481956837607,2.8,18297087.0,tetrameric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,298.0,"'200 mM ammonium tartrate, 20% (w/v) PEG3350, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 298K'",,"MN, BTI, PYR, ATP","['ammonium tartrate', '200.0', 'PEG 3350', '20% w/v']"
6RY7,0.1153455892592592,1.3,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"CA, PGE","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
6RY1,0.1153455892592592,1.3,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"ACT, CA, PGE, MAN","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
5L1M,0.1158952799715099,2.751,27549312.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,278.0,"'0.1 M Tris pH 7.5, 2.4 M sodium formate, 5 mM DTT'",,,"['tris', '100.0', 'sodium formate', '2400.0', 'DTT', '5.0']"
4HNT,0.1165481956837607,2.8,23286247.0,tetrameric,,7.5,294.0,"'200 mM ammonium tartrate and 20% (w/v) PEG3350, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 294K'",,"ADP, MN, BTI, ATP","['ammonium tartrate', '200.0', 'PEG 3350', '20% w/v']"
6WA6,0.1153455892592592,2.8,33048983.0,nonameric,"'VAPOR DIFFUSION, HANGING DROP'",6.75,294.15,";100 mM HEPES pH 6.75,
5% w/v PEG 6000
;",,GOL,"['HEPES', '100.0', 'PEG 6000', '5% w/v']"
6RY5,0.1151830292592592,1.3,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"CA, PGE","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
6WA9,0.1153455892592592,4.62,33048983.0,octadecameric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,294.15,";100mM Bis-Tris pH 6.0,
4% w/v PEG 3350,
200mM ammonium acetate
;",,,"['bis-tris', '100', 'PEG 3350', '4% w/v', 'ammonium acetate', '200']"
6RY2,0.1151830292592592,1.3,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"ACT, CA, PGE, MAN","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
6RY0,0.1151830292592592,1.05,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"DMS, CA, PGE","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
6RY6,0.1151830292592592,1.3,32839341.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,291.15,"'Ammoniumiodide, PEG3350, Calcium acetate, MES, PEG 8000'",,"PA1, CA, PGE","['ammonium iodide', None, 'PEG 3350', None, 'calcium acetate', None, 'MES', None, 'PEG 8000', None]"
3TKA,0.1151236942592592,2.25,22561317.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",6.5,293.0,"'1.0M ammonium sulfate, 0.1M Hepes, pH 6.5, 0.5% PEG 8000, VAPOR DIFFUSION, SITTING DROP, temperature 293K'",,"SAM, CTN, SO4, PG4","['ammonium sulfate', '1000.0', 'HEPES', '100.0', 'PEG 8000', '0.5%']"
8WDF,0.1151236942592592,2.996,38484573.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,300.0,"'22% PEG 3350, 0.2M Sodium malonate, 4% glycerol'",,,"['PEG 3350', '22%', 'sodium malonate', '200.0', 'glycerol', '4%']"
5A6J,0.1146333385470085,1.94,26491009.0,dimeric(*),,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1% GLYCEROL'",,EDO,"['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
5A6A,0.1144114435470085,2.69,26491009.0,dimeric,,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1%GLYCEROL'",,"EDO, NGT","['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
5AC5,0.1144707785470085,1.84,26491009.0,dimeric,,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1% GLYCEROL'",,"NAG, GOL, EDO","['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
5A69,0.1146333385470085,2.2,26491009.0,dimeric,,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1%GLYCEROL'",,OGN,"['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
5A6K,0.1144114435470085,2.1,26491009.0,dimeric,,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1% GLYCEROL'",,NSG,"['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
5AC4,0.1144114435470085,2.08,26491009.0,dimeric,,10.2,,"'12% (W/V) PEG 3350, 0.2 M MAGNESIUM CHLORIDE, 0.05 M CAPS, PH 10.2, 1% GLYCEROL'",,NGA,"['PEG 3350', '12% w/v', 'magnesium chloride', '200.0', 'CAPS', '50.0', 'glycerol', '1%']"
